1960.31,863
1960.33,848
1960.35,681
1960.37,679
1960.38,848
1960.4,902
1960.42,1116
1960.44,974
1960.46,1274
1960.48,1066
1960.5,1092
1960.52,1085
1960.54,1076
1960.56,1082
1960.58,1069
1960.6,997
1960.62,908
1960.63,758
1960.65,622
1960.67,516
1960.69,378
1960.71,371
1960.73,478
1960.75,607
1960.77,821
1960.79,1083
1960.81,1172
1960.83,1446
1960.85,1760
1960.87,1607
1960.88,1829
1960.9,1928
1960.92,2528
1960.94,2620
1960.96,3014
1960.98,3340
1961,4330
1961.02,6134
1961.04,5086
1961.06,4757
1961.08,5430
1961.1,6853
1961.12,9723
1961.13,10909
1961.15,11850
1961.17,12486
1961.19,12267
1961.21,12504
1961.23,11947
1961.25,11019
1961.27,12350
1961.29,12124
1961.31,9971
1961.33,7096
1961.35,5906
1961.37,6213
1961.38,6152
1961.4,5346
1961.42,5982
1961.44,4881
1961.46,4473
1961.48,3907
1961.5,3626
1961.52,2754
1961.54,2447
1961.56,2045
1961.58,1929
1961.6,1562
1961.62,1146
1961.63,878
1961.65,693
1961.67,598
1961.69,368
1961.71,269
1961.73,216
1961.75,231
1961.77,247
1961.79,339
1961.81,317
1961.83,316
1961.85,341
1961.87,270
1961.88,296
1961.9,334
1961.92,320
1961.94,306
1961.96,362
1961.98,277
1962,248
1962.02,280
1962.04,337
1962.06,220
1962.08,269
1962.1,278
1962.12,292
1962.13,286
1962.15,368
1962.17,383
1962.19,445
1962.21,419
1962.23,440
1962.25,493
1962.27,494
1962.29,531
1962.31,441
1962.33,464
1962.35,484
1962.37,386
1962.38,389
1962.4,388
1962.42,428
1962.44,451
1962.46,484
1962.48,602
1962.5,583
1962.52,588
1962.54,707
1962.56,968
1962.58,1072
1962.6,1090
1962.62,989
1962.63,1113
1962.65,805
1962.67,639
1962.69,578
1962.71,463
1962.73,471
1962.75,675
1962.77,877
1962.79,1261
1962.81,1590
1962.83,2019
1962.85,2140
1962.87,2517
1962.88,2727
1962.9,2957
1962.92,3633
1962.94,4116
1962.96,4755
1962.98,4882
1963,4262
1963.02,7837
1963.04,6986
1963.06,5605
1963.08,4828
1963.1,6001
1963.12,8038
1963.13,7314
1963.15,8156
1963.17,7211
1963.19,7004
1963.21,6416
1963.23,6080
1963.25,6426
1963.27,6159
1963.29,5446
1963.31,6272
1963.33,6233
1963.35,5079
1963.37,4121
1963.38,4192
1963.4,4362
1963.42,4982
1963.44,3899
1963.46,4902
1963.48,3639
1963.5,3325
1963.52,2929
1963.54,2752
1963.56,2389
1963.58,2414
1963.6,2117
1963.62,1556
1963.63,1485
1963.65,1224
1963.67,837
1963.69,584
1963.71,456
1963.73,395
1963.75,324
1963.77,408
1963.79,445
1963.81,461
1963.83,496
1963.85,566
1963.87,616
1963.88,623
1963.9,560
1963.92,630
1963.94,582
1963.96,741
1963.98,664
1964,471
1964.02,1062
1964.04,1025
1964.06,793
1964.08,896
1964.09,1086
1964.11,1501
1964.13,1581
1964.15,1668
1964.17,1650
1964.19,1693
1964.21,1618
1964.23,1969
1964.25,1387
1964.26,1675
1964.28,1745
1964.3,1525
1964.32,1283
1964.34,1337
1964.36,1475
1964.38,1680
1964.4,1584
1964.42,2234
1964.43,1914
1964.45,1884
1964.47,1992
1964.49,2224
1964.51,2451
1964.53,2436
1964.55,1734
1964.57,2355
1964.58,3135
1964.6,2159
1964.62,1980
1964.64,1560
1964.66,1206
1964.68,984
1964.7,717
1964.72,757
1964.74,730
1964.75,992
1964.77,1128
1964.79,1380
1964.81,1469
1964.83,1725
1964.85,1880
1964.87,2110
1964.89,2374
1964.91,2490
1964.92,2882
1964.94,3054
1964.96,3230
1964.98,2908
1965,4578
1965.02,4763
1965.04,4129
1965.06,3820
1965.08,3811
1965.1,4760
1965.12,5798
1965.13,6083
1965.15,5998
1965.17,6059
1965.19,5403
1965.21,5178
1965.23,4536
1965.25,7777
1965.27,6487
1965.29,5165
1965.31,5569
1965.33,5496
1965.35,4414
1965.37,3663
1965.38,3556
1965.4,3717
1965.42,4068
1965.44,3405
1965.46,3884
1965.48,3394
1965.5,3320
1965.52,2676
1965.54,2612
1965.56,2282
1965.58,2181
1965.6,2017
1965.62,1456
1965.63,1205
1965.65,870
1965.67,655
1965.69,572
1965.71,467
1965.73,456
1965.75,519
1965.77,634
1965.79,624
1965.81,748
1965.83,769
1965.85,877
1965.87,871
1965.88,968
1965.9,976
1965.92,1098
1965.94,1176
1965.96,1124
1965.98,1127
1966,1251
1966.02,1476
1966.04,1459
1966.06,1207
1966.08,1048
1966.1,1525
1966.12,1564
1966.13,1561
1966.15,1589
1966.17,1494
1966.19,1511
1966.21,1654
1966.23,1739
1966.25,2039
1966.27,1657
1966.29,2114
1966.31,2252
1966.33,1957
1966.35,1849
1966.37,1544
1966.38,1746
1966.4,2070
1966.42,2134
1966.44,2591
1966.46,2514
1966.48,2571
1966.5,2614
1966.52,2993
1966.54,2800
1966.56,3068
1966.58,2850
1966.6,3019
1966.62,2977
1966.63,2490
1966.65,1955
1966.67,1318
1966.69,1239
1966.71,943
1966.73,1043
1966.75,1198
1966.77,1684
1966.79,2116
1966.81,2561
1966.83,3087
1966.85,3243
1966.87,3621
1966.88,4131
1966.9,4756
1966.92,5186
1966.94,5911
1966.96,5714
1966.98,6300
1967,6740
1967.02,9476
1967.04,7454
1967.06,6534
1967.08,6731
1967.1,7791
1967.12,9183
1967.13,9833
1967.15,10065
1967.17,9495
1967.19,8480
1967.21,8031
1967.23,6210
1967.25,7067
1967.27,6563
1967.29,4808
1967.31,3874
1967.33,3229
1967.35,3155
1967.37,3100
1967.38,3074
1967.4,2970
1967.42,2431
1967.44,2532
1967.46,2184
1967.48,1720
1967.5,1616
1967.52,1539
1967.54,1378
1967.56,1224
1967.58,1072
1967.6,1103
1967.62,900
1967.63,761
1967.65,506
1967.67,342
1967.69,365
1967.71,272
1967.73,198
1967.75,273
1967.77,297
1967.79,293
1967.81,355
1967.83,319
1967.85,353
1967.87,350
1967.88,370
1967.9,368
1967.92,412
1967.94,401
1967.96,446
1967.98,449
1968,395
1968.02,664
1968.04,576
1968.06,444
1968.08,516
1968.09,576
1968.11,844
1968.13,998
1968.15,1072
1968.17,1205
1968.19,1183
1968.21,1347
1968.23,1430
1968.25,1853
1968.26,1838
1968.28,1582
1968.3,1820
1968.32,2272
1968.34,1962
1968.36,1791
1968.38,1960
1968.4,2476
1968.42,3152
1968.43,2891
1968.45,3229
1968.47,3176
1968.49,3163
1968.51,2997
1968.53,3211
1968.55,3193
1968.57,3099
1968.58,2951
1968.6,2784
1968.62,2086
1968.64,1679
1968.66,1229
1968.68,875
1968.7,772
1968.72,610
1968.74,634
1968.75,721
1968.77,882
1968.79,925
1968.81,1082
1968.83,1095
1968.85,1179
1968.87,1210
1968.89,1071
1968.91,1110
1968.92,1325
1968.94,1261
1968.96,1342
1968.98,925
1969,2211
1969.02,2002
1969.04,1576
1969.06,1368
1969.08,1285
1969.1,2038
1969.12,2094
1969.13,2066
1969.15,2135
1969.17,1980
1969.19,2004
1969.21,1978
1969.23,2082
1969.25,1719
1969.27,1752
1969.29,2053
1969.31,1695
1969.33,1484
1969.35,1450
1969.37,1618
1969.38,1706
1969.4,1627
1969.42,1823
1969.44,1613
1969.46,1461
1969.48,1339
1969.5,1355
1969.52,1313
1969.54,1268
1969.56,1201
1969.58,1082
1969.6,916
1969.62,730
1969.63,557
1969.65,461
1969.67,354
1969.69,290
1969.71,248
1969.73,319
1969.75,326
1969.77,379
1969.79,500
1969.81,534
1969.83,510
1969.85,608
1969.87,516
1969.88,596
1969.9,541
1969.92,714
1969.94,694
1969.96,746
1969.98,457
1970,900
1970.02,1045
1970.04,642
1970.06,837
1970.08,1047
1970.1,1293
1970.12,1734
1970.13,1694
1970.15,2146
1970.17,2003
1970.19,2291
1970.21,2341
1970.23,2361
1970.25,2586
1970.27,2988
1970.29,2683
1970.31,2316
1970.33,2252
1970.35,2703
1970.37,3187
1970.38,3757
1970.4,3528
1970.42,4212
1970.44,3744
1970.46,3722
1970.48,3618
1970.5,3873
1970.52,3731
1970.54,4140
1970.56,3762
1970.58,3614
1970.6,3537
1970.62,3119
1970.63,2334
1970.65,1654
1970.67,1085
1970.69,1154
1970.71,783
1970.73,850
1970.75,866
1970.77,1133
1970.79,1110
1970.81,1496
1970.83,1290
1970.85,1459
1970.87,1490
1970.88,1435
1970.9,1454
1970.92,1748
1970.94,1806
1970.96,1721
1970.98,1621
1971,2217
1971.02,2244
1971.04,1676
1971.06,863
1971.08,583
1971.1,780
1971.12,1157
1971.13,1208
1971.15,1337
1971.17,1531
1971.19,2532
1971.21,2588
1971.23,1857
1971.25,1680
1971.27,1222
1971.29,1447
1971.31,1506
1971.33,1334
1971.35,1054
1971.37,880
1971.38,1116
1971.4,1103
1971.42,865
1971.44,1165
1971.46,1005
1971.48,1031
1971.5,1119
1971.52,1104
1971.54,972
1971.56,957
1971.58,822
1971.6,743
1971.62,588
1971.63,485
1971.65,336
1971.67,226
1971.69,254
1971.71,175
1971.73,178
1971.75,187
1971.77,228
1971.79,270
1971.81,323
1971.83,321
1971.85,341
1971.87,390
1971.88,362
1971.9,381
1971.92,438
1971.94,518
1971.96,581
1971.98,544
1972,559
1972.02,709
1972.04,569
1972.06,522
1972.08,456
1972.1,549
1972.12,739
1972.13,829
1972.15,870
1972.17,1013
1972.19,1245
1972.21,1247
1972.23,1426
1972.25,1571
1972.27,1248
1972.29,1653
1972.31,1284
1972.33,998
1972.35,966
1972.37,1211
1972.38,1338
1972.4,1648
1972.42,1371
1972.44,1575
1972.46,1482
1972.48,1388
1972.5,1272
1972.52,1584
1972.54,1563
1972.56,1612
1972.58,1565
1972.6,1441
1972.62,1299
1972.63,1182
1972.65,764
1972.67,555
1972.69,513
1972.71,387
1972.73,366
1972.75,495
1972.77,565
1972.79,720
1972.81,911
1972.83,941
1972.85,1065
1972.87,1047
1972.88,992
1972.9,1017
1972.92,1128
1972.94,1127
1972.96,1201
1972.98,1123
1973,871
1973.02,1895
1973.04,1506
1973.06,1117
1973.08,1036
1973.1,1158
1973.12,1555
1973.13,1681
1973.15,1737
1973.17,2066
1973.19,1939
1973.21,2215
1973.23,2280
1973.25,2230
1973.27,2212
1973.29,2041
1973.31,1899
1973.33,2016
1973.35,2005
1973.37,1428
1973.38,1304
